KMeans,Hierarchical,DBSCAN,GMM,IsolationForest,LOF,OneClassSVM,sample_time_continuous_caster,count
1,0,21,1,1,1,1,8:56:05,10
1,0,21,1,1,1,1,4:18:10,10
1,0,21,1,1,1,1,21:41:09,10
1,0,21,1,1,1,1,18:17:27,10
1,0,21,1,1,1,1,18:47:38,10
1,0,21,1,1,1,1,19:37:54,10
1,0,21,1,1,1,1,20:17:03,10
1,0,21,1,1,1,1,20:58:54,10
1,0,21,1,1,1,1,22:27:49,10
1,0,21,1,1,1,1,23:06:25,10
1,0,21,1,1,1,1,10:24:10,10
1,0,21,1,1,1,1,13:53:20,10
1,0,21,1,1,1,1,14:28:19,10
1,0,21,1,1,1,1,15:16:20,10
1,0,21,1,1,1,1,16:04:45,10
1,0,21,1,1,1,1,16:47:01,10
1,0,21,1,1,1,1,17:29:46,10
1,0,21,1,1,1,1,2:52:51,10
1,0,21,1,1,1,1,2:18:15,10
1,0,21,1,1,1,1,1:25:00,10
1,0,21,1,1,1,1,0:40:27,10
1,0,21,1,1,1,1,3:34:23,10
1,0,21,1,1,1,1,5:00:12,10
1,0,21,1,1,1,1,11:41:50,10
1,0,21,1,1,1,1,12:24:25,10
1,0,21,1,1,1,1,13:09:53,10
1,0,21,1,1,1,1,13:50:34,10
1,0,21,1,1,1,1,15:15:08,10
1,0,21,1,1,1,1,17:14:22,10
1,0,21,1,1,1,1,17:57:03,10
1,0,21,1,1,1,1,18:39:25,10
1,0,21,1,1,1,1,19:19:14,10
1,0,21,1,1,1,1,6:30:53,10
1,0,21,1,1,1,1,5:45:22,10
1,0,21,1,1,1,1,4:25:13,10
1,0,21,1,1,1,1,15:57:02,10
1,0,21,1,1,1,1,23:07:42,10
1,0,21,1,1,1,1,4:29:42,10
1,0,21,1,1,1,1,1:01:45,10
1,0,21,1,1,1,1,22:25:24,10
1,0,21,1,1,1,1,21:50:39,10
1,0,21,1,1,1,1,21:10:36,10
1,0,21,1,1,1,1,19:34:45,10
1,0,21,1,1,1,1,19:17:22,10
1,0,21,1,1,1,1,9:41:04,10
1,0,21,1,1,1,1,1:50:55,10
1,0,21,1,1,1,1,8:25:56,10
1,0,21,1,1,1,1,7:47:32,10
1,0,21,1,1,1,1,7:07:16,10
1,0,21,1,1,1,1,6:23:55,10
1,0,21,1,1,1,1,9:03:26,10
1,0,21,1,1,1,1,17:31:06,10
1,0,21,1,1,1,1,14:13:20,10
1,0,21,1,1,1,1,13:32:52,10
1,0,21,1,1,1,1,12:21:49,10
1,0,21,1,1,1,1,13:11:42,10
1,0,21,1,1,1,1,11:00:06,10
1,0,21,1,1,1,1,10:21:25,10
1,0,21,1,1,1,1,2:29:36,10
1,0,21,1,1,1,1,3:08:43,10
1,0,21,1,1,1,1,5:05:44,10
1,0,21,1,1,1,1,20:03:02,9
1,0,21,1,1,1,1,20:47:04,9
1,0,21,1,1,1,1,3:33:11,9
1,0,21,1,1,1,1,4:13:20,9
1,0,21,1,1,1,1,4:54:41,9
1,0,21,1,1,1,1,7:04:13,9
1,0,21,1,1,1,1,6:21:37,9
1,0,21,1,1,1,1,5:36:43,9
1,0,21,1,1,1,1,2:53:11,9
1,0,21,1,1,1,1,2:18:08,9
1,0,21,1,1,1,1,1:41:14,9
1,0,21,1,1,1,1,0:51:02,9
1,0,21,1,1,1,1,2:01:30,9
1,0,21,1,1,1,1,22:18:41,9
1,0,21,1,1,1,1,22:59:13,9
1,0,21,1,1,1,1,23:35:32,9
1,0,21,1,1,1,1,1:23:35,9
1,0,21,1,1,1,1,2:47:18,9
1,0,21,1,1,1,1,22:11:55,9
1,0,21,1,1,1,1,23:38:56,9
1,0,21,1,1,1,1,13:43:34,9
1,0,21,1,1,1,1,10:57:27,9
1,0,21,1,1,1,1,16:36:58,9
1,0,21,1,1,1,1,15:48:05,9
1,0,21,1,1,1,1,15:32:16,9
1,0,21,1,1,1,1,14:26:44,9
1,0,21,1,1,1,1,13:10:28,9
1,0,21,1,1,1,1,12:23:34,9
1,0,21,1,1,1,1,11:41:57,9
1,0,21,1,1,1,1,10:16:30,9
1,0,21,1,1,1,1,9:26:45,9
1,0,21,1,1,1,1,10:51:55,9
1,0,21,1,1,1,1,7:12:38,9
1,0,21,1,1,1,1,6:27:15,9
1,0,21,1,1,1,1,5:02:28,9
1,0,21,1,1,1,1,4:16:56,9
1,0,21,1,1,1,1,3:30:32,9
1,0,21,1,1,1,1,2:49:30,9
1,0,21,1,1,1,1,2:00:56,9
1,0,21,1,1,1,1,1:14:10,9
1,0,21,1,1,1,1,0:34:53,9
1,0,21,1,1,1,1,8:43:43,9
1,0,21,1,1,1,1,8:03:30,9
1,0,21,1,1,1,1,7:30:15,9
1,0,21,1,1,1,1,6:02:22,9
1,0,21,1,1,1,1,8:22:40,9
1,0,21,1,1,1,1,5:24:21,9
1,0,21,1,1,1,1,5:02:54,9
1,0,21,1,1,1,1,3:56:21,9
1,0,21,1,1,1,1,3:14:18,9
1,0,21,1,1,1,1,2:32:32,9
1,0,21,1,1,1,1,11:56:45,9
1,0,21,1,1,1,1,9:39:59,9
1,0,21,1,1,1,1,8:16:33,9
1,0,21,1,1,1,1,5:22:56,9
1,0,21,1,1,1,1,3:59:12,9
1,0,21,1,1,1,1,3:19:27,9
1,0,21,1,1,1,1,1:51:18,9
1,0,21,1,1,1,1,1:10:41,9
1,0,21,1,1,1,1,17:19:03,9
1,0,21,1,1,1,1,17:58:53,9
1,0,21,1,1,1,1,6:00:49,9
1,0,21,1,1,1,1,5:17:26,9
1,0,21,1,1,1,1,4:41:04,9
1,0,21,1,1,1,1,4:00:28,9
1,0,21,1,1,1,1,3:20:09,9
1,0,21,1,1,1,1,2:38:57,9
1,0,21,1,1,1,1,1:57:16,9
1,0,21,1,1,1,1,1:17:27,9
1,0,21,1,1,1,1,6:40:30,9
1,0,21,1,1,1,1,7:21:42,9
1,0,21,1,1,1,1,12:31:18,9
1,0,21,1,1,1,1,7:19:55,8
1,0,21,1,1,1,1,6:37:52,8
1,0,21,1,1,1,1,6:02:35,8
1,0,21,1,1,1,1,5:20:46,8
1,0,21,1,1,1,1,4:08:26,8
1,0,21,1,1,1,1,3:29:36,8
1,0,21,1,1,1,1,4:46:30,8
1,0,21,1,1,1,1,13:53:51,8
1,0,21,1,1,1,1,15:52:53,8
1,0,21,1,1,1,1,16:36:41,8
1,0,21,1,1,1,1,17:54:27,8
1,0,21,1,1,1,1,18:44:00,8
1,0,21,1,1,1,1,23:17:26,8
1,0,21,1,1,1,1,23:56:11,8
1,0,21,1,1,1,1,17:16:23,8
1,0,21,1,1,1,1,7:41:32,8
1,0,21,1,1,1,1,16:03:23,8
1,0,21,1,1,1,1,9:56:10,8
1,0,21,1,1,1,1,14:10:00,8
1,0,21,1,1,1,1,13:16:00,8
1,0,21,1,1,1,1,12:43:48,8
1,0,21,1,1,1,1,12:03:43,8
1,0,21,1,1,1,1,10:39:57,8
1,0,21,1,1,1,1,18:41:00,8
1,0,21,1,1,1,1,19:21:51,8
1,0,21,1,1,1,1,22:46:14,8
1,0,21,1,1,1,1,20:43:56,8
1,0,21,1,1,1,1,22:04:45,8
1,0,21,1,1,1,1,23:27:07,8
1,0,21,1,1,1,1,0:08:15,8
1,0,21,1,1,1,1,21:23:07,8
1,0,21,1,1,1,1,7:13:51,8
1,0,21,1,1,1,1,2:56:09,8
1,0,21,1,1,1,1,2:08:27,8
1,0,21,1,1,1,1,1:28:32,8
1,0,21,1,1,1,1,0:48:16,8
1,0,21,1,1,1,1,22:14:11,8
1,0,21,1,1,1,1,4:46:05,7
1,0,21,1,1,1,1,7:03:18,7
1,0,21,1,1,1,1,6:19:46,7
1,0,21,1,1,1,1,22:31:39,7
1,0,21,1,1,1,1,21:51:45,7
1,0,21,1,1,1,1,5:45:38,7
1,0,21,1,1,1,1,6:25:24,7
1,0,21,1,1,1,1,7:11:01,7
1,0,21,1,1,1,1,8:03:46,7
1,0,21,1,1,1,1,8:44:47,7
1,0,21,1,1,1,1,4:59:42,7
1,0,21,1,1,1,1,4:14:45,7
1,0,21,1,1,1,1,2:04:47,7
1,0,21,1,1,1,1,16:20:03,7
1,0,21,1,1,1,1,17:00:28,7
1,0,21,1,1,1,1,18:25:39,7
1,0,21,1,1,1,1,19:11:08,7
1,0,21,1,1,1,1,17:23:49,7
1,0,21,1,1,1,1,18:05:50,7
1,0,21,1,1,1,1,20:01:03,7
1,0,21,1,1,1,1,20:49:22,7
1,0,21,1,1,1,1,21:27:07,7
1,0,21,1,1,1,1,22:06:33,7
1,0,21,1,1,1,1,22:49:10,7
1,0,21,1,1,1,1,18:43:41,7
1,0,21,1,1,1,1,1:26:18,7
1,0,21,1,1,1,1,2:07:42,7
1,0,21,1,1,1,1,2:44:08,7
1,0,21,1,1,1,1,3:25:42,7
1,0,21,1,1,1,1,4:03:50,7
1,0,21,1,1,1,1,4:48:01,7
1,0,21,1,1,1,1,5:29:50,7
1,0,21,1,1,1,1,6:16:02,7
1,0,21,1,1,1,1,6:59:07,7
1,0,21,1,1,1,1,0:47:28,7
1,0,21,1,1,1,1,0:14:17,7
1,0,21,1,1,1,1,23:29:50,7
1,0,21,1,1,1,1,7:26:11,7
1,0,21,1,1,1,1,6:03:47,7
1,0,21,1,1,1,1,5:25:32,7
1,0,21,1,1,1,1,4:45:55,7
1,0,21,1,1,1,1,4:05:59,7
1,0,21,1,1,1,1,3:25:24,7
1,0,21,1,1,1,1,2:40:46,7
1,0,21,1,1,1,1,1:17:49,7
1,0,21,1,1,1,1,0:53:31,7
1,0,21,1,1,1,1,8:13:31,7
1,0,21,1,1,1,1,2:03:24,7
1,0,21,1,1,1,1,8:48:53,7
1,0,21,1,1,1,1,14:21:56,7
1,0,21,1,1,1,1,10:14:09,7
1,0,21,1,1,1,1,13:37:30,7
1,0,21,1,1,1,1,12:14:37,7
1,0,21,1,1,1,1,11:35:58,7
1,0,21,1,1,1,1,10:51:16,7
1,0,21,1,1,1,1,9:35:06,7
1,0,21,1,1,1,1,14:56:02,7
1,0,21,1,1,1,1,15:39:59,7
1,0,21,1,1,1,1,17:00:31,7
1,0,21,1,1,1,1,12:56:50,7
1,0,21,1,1,1,1,16:17:46,7
1,0,21,1,1,1,1,17:41:52,7
1,0,21,1,1,1,1,18:22:16,7
1,0,21,1,1,1,1,10:18:46,7
1,0,21,1,1,1,1,11:40:44,7
1,0,21,1,1,1,1,12:25:46,7
1,0,21,1,1,1,1,9:38:02,7
1,0,21,1,1,1,1,14:24:49,7
1,0,21,1,1,1,1,15:03:40,7
1,0,21,1,1,1,1,8:50:56,7
1,0,21,1,1,1,1,7:37:43,7
1,0,21,1,1,1,1,7:00:49,7
1,0,21,1,1,1,1,8:18:42,7
1,0,21,1,1,1,1,16:22:20,7
1,0,21,1,1,1,1,17:07:29,7
1,0,21,1,1,1,1,17:46:19,7
1,0,21,1,1,1,1,19:12:02,7
1,0,21,1,1,1,1,19:52:00,7
1,0,21,1,1,1,1,21:10:38,7
1,0,21,1,1,1,1,21:13:03,7
1,0,21,1,1,1,1,22:28:16,7
1,0,21,1,1,1,1,22:33:37,7
1,0,21,1,1,1,1,23:55:33,7
1,0,21,1,1,1,1,22:32:41,7
1,0,21,1,1,1,1,23:13:19,7
1,0,21,1,1,1,1,20:18:27,7
1,0,21,1,1,1,1,23:55:38,7
1,0,21,1,1,1,1,19:47:01,7
1,0,21,1,1,1,1,21:48:16,7
1,0,21,1,1,1,1,0:45:46,7
1,0,21,1,1,1,1,1:26:27,7
1,0,21,1,1,1,1,2:05:00,7
1,0,21,1,1,1,1,3:24:00,7
1,0,21,1,1,1,1,4:09:15,7
1,0,21,1,1,1,1,4:45:47,7
1,0,21,1,1,1,1,5:24:55,7
1,0,21,1,1,1,1,6:04:16,7
1,0,21,1,1,1,1,2:43:24,7
1,0,21,1,1,1,1,10:12:03,7
1,0,21,1,1,1,1,12:13:58,7
1,0,21,1,1,1,1,10:53:43,7
1,0,21,1,1,1,1,12:50:08,7
1,0,21,1,1,1,1,9:35:48,7
1,0,21,1,1,1,1,8:49:05,7
1,0,21,1,1,1,1,8:08:10,7
1,0,21,1,1,1,1,7:22:36,7
1,0,21,1,1,1,1,6:42:48,7
1,0,21,1,1,1,1,8:16:01,7
1,0,21,1,1,1,1,6:56:12,7
1,0,21,1,1,1,1,6:21:12,7
1,0,21,1,1,1,1,4:55:12,7
1,0,21,1,1,1,1,3:27:15,7
1,0,21,1,1,1,1,2:50:03,7
1,0,21,1,1,1,1,5:33:05,7
1,0,21,1,1,1,1,1:24:23,7
1,0,21,1,1,1,1,21:32:00,7
1,0,21,1,1,1,1,19:44:54,7
1,0,21,1,1,1,1,22:23:58,7
1,0,21,1,1,1,1,23:02:38,7
1,0,21,1,1,1,1,18:27:29,7
1,0,21,1,1,1,1,17:44:26,7
1,0,21,1,1,1,1,17:04:19,7
1,0,21,1,1,1,1,13:38:21,7
1,0,21,1,1,1,1,12:53:51,7
1,0,21,1,1,1,1,5:03:40,7
1,0,21,1,1,1,1,11:36:26,7
1,0,21,1,1,1,1,5:50:24,7
1,0,21,1,1,1,1,10:51:08,7
1,0,21,1,1,1,1,10:12:19,7
1,0,21,1,1,1,1,7:04:24,7
1,0,21,1,1,1,1,4:24:55,7
1,0,21,1,1,1,1,8:56:06,7
1,0,21,1,1,1,1,8:15:09,7
1,0,21,1,1,1,1,7:38:22,7
1,0,21,1,1,1,1,3:53:24,7
1,0,21,1,1,1,1,3:14:57,7
1,0,21,1,1,1,1,2:31:31,7
1,0,21,1,1,1,1,1:51:47,7
1,0,21,1,1,1,1,0:30:47,7
1,0,21,1,1,1,1,1:08:43,7
1,0,21,1,1,1,1,17:10:05,7
1,0,21,1,1,1,1,18:21:34,7
1,0,21,1,1,1,1,18:36:45,7
1,0,21,1,1,1,1,20:22:56,7
1,0,21,1,1,1,1,21:03:40,7
1,0,21,1,1,1,1,22:21:19,7
1,0,21,1,1,1,1,23:05:22,7
1,0,21,1,1,1,1,23:59:19,7
1,0,21,1,1,1,1,9:37:01,7
1,0,21,1,1,1,1,8:14:09,7
1,0,21,1,1,1,1,8:47:38,7
1,0,21,1,1,1,1,7:32:02,7
1,0,21,1,1,1,1,7:01:19,7
1,0,21,1,1,1,1,6:08:15,7
1,0,21,1,1,1,1,5:31:15,7
1,0,21,1,1,1,1,4:49:34,7
1,0,21,1,1,1,1,4:12:14,7
1,0,21,1,1,1,1,3:24:44,7
1,0,21,1,1,1,1,2:44:29,7
1,0,21,1,1,1,1,10:13:02,7
1,0,21,1,1,1,1,10:54:08,7
1,0,21,1,1,1,1,11:38:31,7
1,0,21,1,1,1,1,12:06:43,7
1,0,21,1,1,1,1,12:52:42,7
1,0,21,1,1,1,1,13:45:57,7
1,0,21,1,1,1,1,23:21:30,6
1,0,21,1,1,1,1,0:07:27,6
1,0,21,1,1,1,1,18:27:15,6
1,0,21,1,1,1,1,21:25:25,6
1,0,21,1,1,1,1,19:05:47,6
1,0,21,1,1,1,1,20:45:08,6
1,0,21,1,1,1,1,22:11:37,6
1,0,21,1,1,1,1,17:42:25,6
1,0,21,1,1,1,1,17:08:00,6
1,0,21,1,1,1,1,16:26:12,6
1,0,21,1,1,1,1,15:42:12,6
1,0,21,1,1,1,1,15:03:29,6
1,0,21,1,1,1,1,12:59:50,6
1,0,21,1,1,1,1,2:53:13,6
1,0,21,1,1,1,1,13:20:12,6
1,0,21,1,1,1,1,21:27:30,6
1,0,21,1,1,1,1,4:44:05,6
1,0,21,1,1,1,1,6:01:07,6
1,0,21,1,1,1,1,0:05:28,6
1,0,21,1,1,1,1,22:01:44,6
1,0,21,1,1,1,1,20:47:19,6
1,0,21,1,1,1,1,6:45:40,6
1,0,21,1,1,1,1,0:44:41,6
1,0,21,1,1,1,1,1:28:46,6
1,0,21,1,1,1,1,2:06:50,6
1,0,21,1,1,1,1,2:45:57,6
1,0,21,1,1,1,1,3:26:48,6
1,0,21,1,1,1,1,5:19:38,6
1,0,21,1,1,1,1,7:57:52,6
1,0,21,1,1,1,1,4:48:44,6
1,0,21,1,1,1,1,5:32:03,6
1,0,21,1,1,1,1,6:34:28,6
1,0,21,1,1,1,1,5:58:30,6
1,0,21,1,1,1,1,7:17:17,6
1,0,21,1,1,1,1,11:18:08,6
1,0,21,1,1,1,1,16:00:39,6
1,0,21,1,1,1,1,0:03:18,6
1,0,21,1,1,1,1,23:28:24,6
1,0,21,1,1,1,1,22:44:25,6
1,0,21,1,1,1,1,22:07:42,6
1,0,21,1,1,1,1,21:31:09,6
1,0,21,1,1,1,1,20:46:49,6
1,0,21,1,1,1,1,20:04:13,6
1,0,21,1,1,1,1,19:35:43,6
1,0,21,1,1,1,1,18:50:13,6
1,0,21,1,1,1,1,17:23:05,6
1,0,21,1,1,1,1,14:39:34,6
1,0,21,1,1,1,1,18:06:50,6
1,0,21,1,1,1,1,16:44:47,6
1,0,21,1,1,1,1,19:19:52,6
1,0,21,1,1,1,1,23:50:39,6
1,0,21,1,1,1,1,23:12:36,6
1,0,21,1,1,1,1,22:24:53,6
1,0,21,1,1,1,1,12:58:31,6
1,0,21,1,1,1,1,20:20:37,6
1,0,21,1,1,1,1,20:58:58,6
1,0,21,1,1,1,1,15:05:13,6
1,0,21,1,1,1,1,1:37:01,6
1,0,21,1,1,1,1,2:16:52,6
1,0,21,1,1,1,1,3:40:02,6
1,0,21,1,1,1,1,4:17:50,6
1,0,21,1,1,1,1,4:58:09,6
1,0,21,1,1,1,1,5:37:33,6
1,0,21,1,1,1,1,20:46:10,6
1,0,21,1,1,1,1,0:06:29,6
1,0,21,1,1,1,1,22:48:07,6
1,0,21,1,1,1,1,18:42:27,6
1,0,21,1,1,1,1,21:25:14,6
1,0,21,1,1,1,1,0:42:58,6
1,0,21,1,1,1,1,6:46:48,6
1,0,21,1,1,1,1,7:27:00,6
1,0,21,1,1,1,1,5:29:24,6
1,0,21,1,1,1,1,6:08:03,6
1,0,21,1,1,1,1,8:15:03,6
1,0,21,1,1,1,1,10:16:09,6
1,0,21,1,1,1,1,10:54:45,6
1,0,21,1,1,1,1,9:32:41,6
1,0,21,1,1,1,1,8:52:57,6
1,0,21,1,1,1,1,22:17:57,6
1,0,21,1,1,1,1,23:37:55,6
1,0,21,1,1,1,1,22:59:39,6
1,0,21,1,1,1,1,13:58:17,6
1,0,21,1,1,1,1,13:19:19,6
1,0,21,1,1,1,1,11:58:11,6
1,0,21,1,1,1,1,11:21:18,6
1,0,21,1,1,1,1,10:42:14,6
1,0,21,1,1,1,1,10:04:02,6
1,0,21,1,1,1,1,8:35:01,6
1,0,21,1,1,1,1,0:28:07,6
1,0,21,1,1,1,1,2:38:06,6
1,0,21,1,1,1,1,7:55:34,6
1,0,21,1,1,1,1,4:02:00,6
1,0,21,1,1,1,1,7:12:58,6
1,0,21,1,1,1,1,3:25:04,6
1,0,21,1,1,1,1,17:28:28,6
1,0,21,1,1,1,1,20:18:19,6
1,0,21,1,1,1,1,18:54:19,6
1,0,21,1,1,1,1,21:00:54,6
1,0,21,1,1,1,1,14:09:13,6
1,0,21,1,1,1,1,1:32:55,6
1,0,21,1,1,1,1,0:49:28,6
1,0,21,1,1,1,1,2:53:24,6
1,0,21,1,1,1,1,3:31:55,6
1,0,21,1,1,1,1,10:12:32,6
1,0,21,1,1,1,1,12:49:15,6
1,0,21,1,1,1,1,6:55:52,6
1,0,21,1,1,1,1,5:34:42,6
1,0,21,1,1,1,1,4:55:41,6
1,0,21,1,1,1,1,4:14:18,6
1,0,21,1,1,1,1,2:13:22,6
1,0,21,1,1,1,1,8:22:13,6
1,0,21,1,1,1,1,19:48:35,6
1,0,21,1,1,1,1,15:35:10,6
1,0,21,1,1,1,1,17:42:20,6
1,0,21,1,1,1,1,18:24:52,6
1,0,21,1,1,1,1,16:19:24,6
1,0,21,1,1,1,1,16:59:42,6
1,0,21,1,1,1,1,23:13:38,6
1,0,21,1,1,1,1,14:43:02,6
1,0,21,1,1,1,1,21:44:07,6
1,0,21,1,1,1,1,23:09:18,6
1,0,21,1,1,1,1,23:58:45,6
1,0,21,1,1,1,1,20:29:31,6
1,0,21,1,1,1,1,18:50:06,6
1,0,21,1,1,1,1,19:31:08,6
1,0,21,1,1,1,1,18:07:00,6
1,0,21,1,1,1,1,17:27:23,6
1,0,21,1,1,1,1,16:49:35,6
1,0,21,1,1,1,1,16:16:49,6
1,0,21,1,1,1,1,15:23:57,6
1,0,21,1,1,1,1,10:29:58,6
1,0,21,1,1,1,1,5:40:29,6
1,0,21,1,1,1,1,13:56:58,6
1,0,21,1,1,1,1,4:57:47,6
1,0,21,1,1,1,1,7:40:15,6
1,0,21,1,1,1,1,8:22:01,6
1,0,21,1,1,1,1,9:02:48,6
1,0,21,1,1,1,1,10:32:17,6
1,0,21,1,1,1,1,11:09:45,6
1,0,21,1,1,1,1,11:56:09,6
1,0,21,1,1,1,1,12:44:00,6
1,0,21,1,1,1,1,4:23:37,6
1,0,21,1,1,1,1,0:58:44,6
1,0,21,1,1,1,1,0:17:53,6
1,0,21,1,1,1,1,23:57:12,6
1,0,21,1,1,1,1,23:12:50,6
1,0,21,1,1,1,1,18:28:58,6
1,0,21,1,1,1,1,17:48:47,6
1,0,21,1,1,1,1,17:08:27,6
1,0,21,1,1,1,1,16:27:41,6
1,0,21,1,1,1,1,15:51:42,6
1,0,21,1,1,1,1,15:04:46,6
1,0,21,1,1,1,1,14:24:27,6
1,0,21,1,1,1,1,13:47:00,6
1,0,21,1,1,1,1,13:04:07,6
1,0,21,1,1,1,1,12:22:07,6
1,0,21,1,1,1,1,10:59:44,6
1,0,21,1,1,1,1,10:20:18,6
1,0,21,1,1,1,1,8:57:59,6
1,0,21,1,1,1,1,3:14:25,6
1,0,21,1,1,1,1,21:48:54,6
1,0,21,1,1,1,1,21:08:56,6
1,0,21,1,1,1,1,20:26:45,6
1,0,21,1,1,1,1,23:47:31,6
1,0,21,1,1,1,1,11:08:08,6
1,0,21,1,1,1,1,11:49:37,6
1,0,21,1,1,1,1,10:31:08,6
1,0,21,1,1,1,1,9:50:43,6
1,0,21,1,1,1,1,9:10:39,6
1,0,21,1,1,1,1,15:23:12,6
1,0,21,1,1,1,1,0:28:17,6
1,0,21,1,1,1,1,13:55:20,6
1,0,21,1,1,1,1,16:06:27,6
1,0,21,1,1,1,1,3:07:02,6
1,0,21,1,1,1,1,3:34:13,6
1,0,21,1,1,1,1,4:28:49,6
1,0,21,1,1,1,1,3:43:45,6
1,0,21,1,1,1,1,8:32:52,6
1,0,21,1,1,1,1,7:44:45,6
1,0,21,1,1,1,1,6:59:36,6
1,0,21,1,1,1,1,5:13:26,6
1,0,21,1,1,1,1,7:32:25,6
1,0,21,1,1,1,1,6:58:33,6
1,0,21,1,1,1,1,8:44:20,6
1,0,21,1,1,1,1,8:05:00,6
1,0,21,1,1,1,1,9:20:24,6
1,0,21,1,1,1,1,6:16:22,6
1,0,21,1,1,1,1,12:47:40,6
1,0,21,1,1,1,1,4:22:23,6
1,0,21,1,1,1,1,10:00:44,6
1,0,21,1,1,1,1,10:42:31,6
1,0,21,1,1,1,1,11:23:45,6
1,0,21,1,1,1,1,5:04:00,6
1,0,21,1,1,1,1,3:45:14,6
1,0,21,1,1,1,1,3:06:01,6
1,0,21,1,1,1,1,2:25:40,6
1,0,21,1,1,1,1,1:44:57,6
1,0,21,1,1,1,1,1:04:57,6
1,0,21,1,1,1,1,14:50:48,6
1,0,21,1,1,1,1,15:26:41,6
1,0,21,1,1,1,1,16:09:18,6
1,0,21,1,1,1,1,16:48:49,6
1,0,21,1,1,1,1,17:25:30,6
1,0,21,1,1,1,1,18:01:46,6
1,0,21,1,1,1,1,18:41:52,6
1,0,21,1,1,1,1,14:05:15,6
1,0,21,1,1,1,1,13:27:58,6
1,0,21,1,1,1,1,8:19:53,6
1,0,21,1,1,1,1,5:20:47,6
1,0,21,1,1,1,1,9:42:14,6
1,0,21,1,1,1,1,1:14:50,6
1,0,21,1,1,1,1,1:50:46,6
1,0,21,1,1,1,1,2:37:03,6
1,0,21,1,1,1,1,3:18:35,6
1,0,21,1,1,1,1,3:58:06,6
1,0,21,1,1,1,1,4:37:41,6
1,0,21,1,1,1,1,0:37:45,6
1,0,21,1,1,1,1,9:01:07,6
1,0,21,1,1,1,1,18:45:49,6
1,0,21,1,1,1,1,23:14:49,6
1,0,21,1,1,1,1,23:52:41,6
1,0,21,1,1,1,1,19:24:59,6
1,0,21,1,1,1,1,10:26:38,6
1,0,21,1,1,1,1,17:27:32,6
1,0,21,1,1,1,1,14:22:56,6
1,0,21,1,1,1,1,13:45:10,6
1,0,21,1,1,1,1,22:35:16,6
1,0,21,1,1,1,1,11:03:02,6
1,0,21,1,1,1,1,11:42:28,6
