KMeans,Hierarchical,DBSCAN,GMM,IsolationForest,LOF,OneClassSVM,time_temperature_measurement2,count
1,0,21,1,1,-1,1,9:08:00,2
1,0,21,1,1,-1,1,13:50:00,2
1,0,21,1,1,-1,1,0:49:00,1
1,0,21,1,1,1,1,6:05:00,41
1,0,21,1,1,1,1,7:40:00,39
1,0,21,1,1,1,1,5:45:00,38
1,0,21,1,1,1,1,4:45:00,37
1,0,21,1,1,1,1,14:05:00,34
1,0,21,1,1,1,1,2:40:00,30
1,0,21,1,1,1,1,3:20:00,30
1,0,21,1,1,1,1,2:00:00,29
1,0,21,1,1,1,1,22:00:00,28
1,0,21,1,1,1,1,6:25:00,28
1,0,21,1,1,1,1,1:10:00,27
1,0,21,1,1,1,1,15:00:00,26
1,0,21,1,1,1,1,22:05:00,26
1,0,21,1,1,1,1,9:00:00,26
1,0,21,1,1,1,1,0:00:00,25
1,0,21,1,1,1,1,17:25:00,25
1,0,21,1,1,1,1,2:30:00,25
1,0,21,1,1,1,1,15:40:00,24
1,0,21,1,1,1,1,23:35:00,24
1,0,21,1,1,1,1,3:40:00,23
1,0,21,1,1,1,1,17:05:00,23
1,0,21,1,1,1,1,6:45:00,23
1,0,21,1,1,1,1,19:30:00,23
1,0,21,1,1,1,1,5:40:00,23
1,0,21,1,1,1,1,11:25:00,23
1,0,21,1,1,1,1,10:25:00,23
1,0,21,1,1,1,1,11:45:00,23
1,0,21,1,1,1,1,22:55:00,23
1,0,21,1,1,1,1,7:00:00,23
1,0,21,1,1,1,1,15:55:00,22
1,0,21,1,1,1,1,5:00:00,22
1,0,21,1,1,1,1,14:24:00,22
1,0,21,1,1,1,1,18:10:00,22
1,0,21,1,1,1,1,0:55:00,22
1,0,21,1,1,1,1,3:55:00,22
1,0,21,1,1,1,1,10:15:00,22
1,0,21,1,1,1,1,2:55:00,21
1,0,21,1,1,1,1,17:45:00,21
1,0,21,1,1,1,1,4:00:00,21
1,0,21,1,1,1,1,10:05:00,21
1,0,21,1,1,1,1,17:40:00,21
1,0,21,1,1,1,1,0:40:00,20
1,0,21,1,1,1,1,5:25:00,20
1,0,21,1,1,1,1,4:40:00,20
1,0,21,1,1,1,1,1:16:00,20
1,0,21,1,1,1,1,4:10:00,20
1,0,21,1,1,1,1,22:15:00,20
1,0,21,1,1,1,1,6:57:00,19
1,0,21,1,1,1,1,18:40:00,19
1,0,21,1,1,1,1,13:10:00,19
1,0,21,1,1,1,1,23:25:00,19
1,0,21,1,1,1,1,22:45:00,19
1,0,21,1,1,1,1,12:20:00,19
1,0,21,1,1,1,1,22:10:00,18
1,0,21,1,1,1,1,20:45:00,18
1,0,21,1,1,1,1,20:05:00,18
1,0,21,1,1,1,1,13:25:00,18
1,0,21,1,1,1,1,12:30:00,18
1,0,21,1,1,1,1,1:45:00,18
1,0,21,1,1,1,1,1:04:00,18
1,0,21,1,1,1,1,3:10:00,18
1,0,21,1,1,1,1,3:51:00,18
1,0,21,1,1,1,1,5:05:00,17
1,0,21,1,1,1,1,6:22:00,17
1,0,21,1,1,1,1,16:00:00,17
1,0,21,1,1,1,1,0:35:00,17
1,0,21,1,1,1,1,1:58:00,17
1,0,21,1,1,1,1,7:25:00,17
1,0,21,1,1,1,1,19:02:00,17
1,0,21,1,1,1,1,12:55:00,16
1,0,21,1,1,1,1,5:41:00,16
1,0,21,1,1,1,1,16:38:00,16
1,0,21,1,1,1,1,2:10:00,16
1,0,21,1,1,1,1,17:21:00,16
1,0,21,1,1,1,1,14:35:00,16
1,0,21,1,1,1,1,18:45:00,16
1,0,21,1,1,1,1,15:10:00,16
1,0,21,1,1,1,1,9:40:00,16
1,0,21,1,1,1,1,4:20:00,16
1,0,21,1,1,1,1,3:00:00,16
1,0,21,1,1,1,1,12:44:00,16
1,0,21,1,1,1,1,9:53:00,16
1,0,21,1,1,1,1,8:20:00,16
1,0,21,1,1,1,1,6:20:00,16
1,0,21,1,1,1,1,13:30:00,16
1,0,21,1,1,1,1,10:55:00,16
1,0,21,1,1,1,1,5:30:00,16
1,0,21,1,1,1,1,23:41:00,16
1,0,21,1,1,1,1,23:00:00,16
1,0,21,1,1,1,1,2:28:00,15
1,0,21,1,1,1,1,20:40:00,15
1,0,21,1,1,1,1,8:00:00,15
1,0,21,1,1,1,1,9:18:00,15
1,0,21,1,1,1,1,8:40:00,15
1,0,21,1,1,1,1,1:40:00,15
1,0,21,1,1,1,1,1:32:00,15
1,0,21,1,1,1,1,7:05:00,15
1,0,21,1,1,1,1,17:48:00,15
1,0,21,1,1,1,1,16:50:00,15
1,0,21,1,1,1,1,3:23:00,15
1,0,21,1,1,1,1,20:50:00,15
1,0,21,1,1,1,1,18:30:00,15
1,0,21,1,1,1,1,1:50:00,15
1,0,21,1,1,1,1,5:15:00,14
1,0,21,1,1,1,1,18:20:00,14
1,0,21,1,1,1,1,16:05:00,14
1,0,21,1,1,1,1,17:10:00,14
1,0,21,1,1,1,1,8:45:00,14
1,0,21,1,1,1,1,15:25:00,14
1,0,21,1,1,1,1,2:45:00,14
1,0,21,1,1,1,1,2:06:00,14
1,0,21,1,1,1,1,21:55:00,14
1,0,21,1,1,1,1,8:08:00,14
1,0,21,1,1,1,1,20:26:00,13
1,0,21,1,1,1,1,18:00:00,13
1,0,21,1,1,1,1,10:40:00,13
1,0,21,1,1,1,1,1:20:00,13
1,0,21,1,1,1,1,17:38:00,13
1,0,21,1,1,1,1,3:07:00,13
1,0,21,1,1,1,1,10:16:00,13
1,0,21,1,1,1,1,12:40:00,13
1,0,21,1,1,1,1,0:42:00,13
1,0,21,1,1,1,1,8:42:00,13
1,0,21,1,1,1,1,13:00:00,13
1,0,21,1,1,1,1,11:20:00,13
1,0,21,1,1,1,1,7:01:00,13
1,0,21,1,1,1,1,0:25:00,13
1,0,21,1,1,1,1,7:20:00,13
1,0,21,1,1,1,1,12:15:00,13
1,0,21,1,1,1,1,6:36:00,13
1,0,21,1,1,1,1,9:45:00,13
1,0,21,1,1,1,1,13:50:00,13
1,0,21,1,1,1,1,1:25:00,13
1,0,21,1,1,1,1,4:36:00,13
1,0,21,1,1,1,1,5:17:00,13
1,0,21,1,1,1,1,3:15:00,13
1,0,21,1,1,1,1,10:43:00,13
1,0,21,1,1,1,1,18:25:00,12
1,0,21,1,1,1,1,21:06:00,12
1,0,21,1,1,1,1,4:24:00,12
1,0,21,1,1,1,1,11:10:00,12
1,0,21,1,1,1,1,17:55:00,12
1,0,21,1,1,1,1,5:27:00,12
1,0,21,1,1,1,1,21:26:00,12
1,0,21,1,1,1,1,18:47:00,12
1,0,21,1,1,1,1,18:06:00,12
1,0,21,1,1,1,1,0:03:00,12
1,0,21,1,1,1,1,0:11:00,12
1,0,21,1,1,1,1,0:52:00,12
1,0,21,1,1,1,1,7:38:00,12
1,0,21,1,1,1,1,8:58:00,12
1,0,21,1,1,1,1,9:36:00,12
1,0,21,1,1,1,1,16:04:00,12
1,0,21,1,1,1,1,13:28:00,12
1,0,21,1,1,1,1,11:29:00,12
1,0,21,1,1,1,1,10:51:00,12
1,0,21,1,1,1,1,10:14:00,12
1,0,21,1,1,1,1,5:10:00,12
1,0,21,1,1,1,1,19:28:00,12
1,0,21,1,1,1,1,16:40:00,12
1,0,21,1,1,1,1,0:15:00,12
1,0,21,1,1,1,1,4:49:00,12
1,0,21,1,1,1,1,8:31:00,12
1,0,21,1,1,1,1,18:35:00,12
1,0,21,1,1,1,1,0:10:00,12
1,0,21,1,1,1,1,19:15:00,11
1,0,21,1,1,1,1,13:51:00,11
1,0,21,1,1,1,1,2:25:00,11
1,0,21,1,1,1,1,3:50:00,11
1,0,21,1,1,1,1,4:05:00,11
1,0,21,1,1,1,1,23:54:00,11
1,0,21,1,1,1,1,6:55:00,11
1,0,21,1,1,1,1,21:07:00,11
1,0,21,1,1,1,1,11:05:00,11
1,0,21,1,1,1,1,15:29:00,11
1,0,21,1,1,1,1,12:37:00,11
1,0,21,1,1,1,1,20:10:00,11
1,0,21,1,1,1,1,23:40:00,11
1,0,21,1,1,1,1,19:40:00,11
1,0,21,1,1,1,1,3:35:00,11
1,0,21,1,1,1,1,4:30:00,10
1,0,21,1,1,1,1,19:05:00,10
1,0,21,1,1,1,1,7:50:00,10
1,0,21,1,1,1,1,1:29:00,10
1,0,21,1,1,1,1,8:24:00,10
1,0,21,1,1,1,1,6:29:00,10
1,0,21,1,1,1,1,7:59:00,10
1,0,21,1,1,1,1,7:13:00,10
1,0,21,1,1,1,1,4:56:00,10
1,0,21,1,1,1,1,8:46:00,10
1,0,21,1,1,1,1,21:34:00,10
1,0,21,1,1,1,1,18:03:00,10
1,0,21,1,1,1,1,20:15:00,10
1,0,21,1,1,1,1,20:51:00,10
1,0,21,1,1,1,1,22:17:00,10
1,0,21,1,1,1,1,23:01:00,10
1,0,21,1,1,1,1,10:18:00,10
1,0,21,1,1,1,1,13:35:00,10
1,0,21,1,1,1,1,2:43:00,10
1,0,21,1,1,1,1,0:31:00,10
1,0,21,1,1,1,1,3:24:00,10
1,0,21,1,1,1,1,4:53:00,10
1,0,21,1,1,1,1,11:27:00,10
1,0,21,1,1,1,1,12:10:00,10
1,0,21,1,1,1,1,12:54:00,10
1,0,21,1,1,1,1,13:36:00,10
1,0,21,1,1,1,1,16:59:00,10
1,0,21,1,1,1,1,18:22:00,10
1,0,21,1,1,1,1,5:37:00,10
1,0,21,1,1,1,1,4:09:00,10
1,0,21,1,1,1,1,7:35:00,10
1,0,21,1,1,1,1,8:15:00,10
1,0,21,1,1,1,1,20:20:00,10
1,0,21,1,1,1,1,11:00:00,10
1,0,21,1,1,1,1,22:49:00,10
1,0,21,1,1,1,1,22:09:00,10
1,0,21,1,1,1,1,21:28:00,10
1,0,21,1,1,1,1,18:50:00,10
1,0,21,1,1,1,1,9:35:00,10
1,0,21,1,1,1,1,16:35:00,10
1,0,21,1,1,1,1,11:35:00,10
1,0,21,1,1,1,1,2:20:00,10
1,0,21,1,1,1,1,14:36:00,10
1,0,21,1,1,1,1,13:21:00,10
1,0,21,1,1,1,1,2:50:00,10
1,0,21,1,1,1,1,12:00:00,10
1,0,21,1,1,1,1,22:20:00,10
1,0,21,1,1,1,1,8:30:00,9
1,0,21,1,1,1,1,19:59:00,9
1,0,21,1,1,1,1,3:30:00,9
1,0,21,1,1,1,1,2:35:00,9
1,0,21,1,1,1,1,15:18:00,9
1,0,21,1,1,1,1,4:03:00,9
1,0,21,1,1,1,1,4:44:00,9
1,0,21,1,1,1,1,5:24:00,9
1,0,21,1,1,1,1,2:42:00,9
1,0,21,1,1,1,1,2:02:00,9
1,0,21,1,1,1,1,1:22:00,9
1,0,21,1,1,1,1,13:24:00,9
1,0,21,1,1,1,1,10:35:00,9
1,0,21,1,1,1,1,16:09:00,9
1,0,21,1,1,1,1,14:47:00,9
1,0,21,1,1,1,1,12:02:00,9
1,0,21,1,1,1,1,9:10:00,9
1,0,21,1,1,1,1,8:25:00,9
1,0,21,1,1,1,1,6:16:00,9
1,0,21,1,1,1,1,4:06:00,9
1,0,21,1,1,1,1,3:22:00,9
1,0,21,1,1,1,1,2:38:00,9
1,0,21,1,1,1,1,1:52:00,9
1,0,21,1,1,1,1,1:08:00,9
1,0,21,1,1,1,1,6:00:00,9
1,0,21,1,1,1,1,6:40:00,9
1,0,21,1,1,1,1,4:35:00,9
1,0,21,1,1,1,1,7:58:00,9
1,0,21,1,1,1,1,7:17:00,9
1,0,21,1,1,1,1,5:13:00,9
1,0,21,1,1,1,1,3:09:00,9
1,0,21,1,1,1,1,1:43:00,9
1,0,21,1,1,1,1,17:01:00,9
1,0,21,1,1,1,1,5:52:00,9
1,0,21,1,1,1,1,5:12:00,9
1,0,21,1,1,1,1,4:31:00,9
1,0,21,1,1,1,1,6:32:00,9
1,0,21,1,1,1,1,7:10:00,9
1,0,21,1,1,1,1,0:20:00,9
1,0,21,1,1,1,1,21:35:00,9
1,0,21,1,1,1,1,5:07:00,8
1,0,21,1,1,1,1,3:48:00,8
1,0,21,1,1,1,1,4:28:00,8
1,0,21,1,1,1,1,13:45:00,8
1,0,21,1,1,1,1,16:27:00,8
1,0,21,1,1,1,1,18:28:00,8
1,0,21,1,1,1,1,23:14:00,8
1,0,21,1,1,1,1,1:46:00,8
1,0,21,1,1,1,1,17:27:00,8
1,0,21,1,1,1,1,15:50:00,8
1,0,21,1,1,1,1,19:13:00,8
1,0,21,1,1,1,1,22:37:00,8
1,0,21,1,1,1,1,20:33:00,8
1,0,21,1,1,1,1,23:18:00,8
1,0,21,1,1,1,1,23:58:00,8
1,0,21,1,1,1,1,21:14:00,8
1,0,21,1,1,1,1,14:41:00,8
1,0,21,1,1,1,1,4:55:00,8
1,0,21,1,1,1,1,2:18:00,8
1,0,21,1,1,1,1,6:35:00,8
1,0,21,1,1,1,1,6:13:00,7
1,0,21,1,1,1,1,22:23:00,7
1,0,21,1,1,1,1,21:32:00,7
1,0,21,1,1,1,1,7:48:00,7
1,0,21,1,1,1,1,8:33:00,7
1,0,21,1,1,1,1,4:54:00,7
1,0,21,1,1,1,1,4:12:00,7
1,0,21,1,1,1,1,2:01:00,7
1,0,21,1,1,1,1,16:46:00,7
1,0,21,1,1,1,1,18:13:00,7
1,0,21,1,1,1,1,18:55:00,7
1,0,21,1,1,1,1,17:15:00,7
1,0,21,1,1,1,1,19:58:00,7
1,0,21,1,1,1,1,20:38:00,7
1,0,21,1,1,1,1,21:19:00,7
1,0,21,1,1,1,1,22:41:00,7
1,0,21,1,1,1,1,2:41:00,7
1,0,21,1,1,1,1,6:10:00,7
1,0,21,1,1,1,1,0:45:00,7
1,0,21,1,1,1,1,0:02:00,7
1,0,21,1,1,1,1,23:21:00,7
1,0,21,1,1,1,1,8:03:00,7
1,0,21,1,1,1,1,12:05:00,7
1,0,21,1,1,1,1,9:20:00,7
1,0,21,1,1,1,1,14:45:00,7
1,0,21,1,1,1,1,12:36:00,7
1,0,21,1,1,1,1,12:13:00,7
1,0,21,1,1,1,1,9:23:00,7
1,0,21,1,1,1,1,14:15:00,7
1,0,21,1,1,1,1,14:54:00,7
1,0,21,1,1,1,1,6:46:00,7
1,0,21,1,1,1,1,8:04:00,7
1,0,21,1,1,1,1,16:14:00,7
1,0,21,1,1,1,1,16:58:00,7
1,0,21,1,1,1,1,19:44:00,7
1,0,21,1,1,1,1,21:49:00,7
1,0,21,1,1,1,1,22:29:00,7
1,0,21,1,1,1,1,23:53:00,7
1,0,21,1,1,1,1,21:30:00,7
1,0,21,1,1,1,1,0:37:00,7
1,0,21,1,1,1,1,1:17:00,7
1,0,21,1,1,1,1,1:55:00,7
1,0,21,1,1,1,1,3:14:00,7
1,0,21,1,1,1,1,5:56:00,7
1,0,21,1,1,1,1,2:34:00,7
1,0,21,1,1,1,1,11:54:00,7
1,0,21,1,1,1,1,10:33:00,7
1,0,21,1,1,1,1,12:34:00,7
1,0,21,1,1,1,1,9:13:00,7
1,0,21,1,1,1,1,8:34:00,7
1,0,21,1,1,1,1,7:54:00,7
1,0,21,1,1,1,1,7:15:00,7
1,0,21,1,1,1,1,5:20:00,7
1,0,21,1,1,1,1,21:17:00,7
1,0,21,1,1,1,1,18:19:00,7
1,0,21,1,1,1,1,16:57:00,7
1,0,21,1,1,1,1,13:29:00,7
1,0,21,1,1,1,1,12:47:00,7
1,0,21,1,1,1,1,4:50:00,7
1,0,21,1,1,1,1,10:44:00,7
1,0,21,1,1,1,1,6:49:00,7
1,0,21,1,1,1,1,8:47:00,7
1,0,21,1,1,1,1,7:29:00,7
1,0,21,1,1,1,1,1:30:00,7
1,0,21,1,1,1,1,0:41:00,7
1,0,21,1,1,1,1,19:51:00,7
1,0,21,1,1,1,1,20:37:00,7
1,0,21,1,1,1,1,22:02:00,7
1,0,21,1,1,1,1,23:31:00,7
1,0,21,1,1,1,1,9:24:00,7
1,0,21,1,1,1,1,8:06:00,7
1,0,21,1,1,1,1,10:04:00,7
1,0,21,1,1,1,1,11:23:00,7
1,0,21,1,1,1,1,12:03:00,7
1,0,21,1,1,1,1,0:12:00,7
1,0,21,1,1,1,1,17:53:00,7
1,0,21,1,1,1,1,23:05:00,6
1,0,21,1,1,1,1,23:50:00,6
1,0,21,1,1,1,1,21:48:00,6
1,0,21,1,1,1,1,16:25:00,6
1,0,21,1,1,1,1,13:13:00,6
1,0,21,1,1,1,1,21:20:00,6
1,0,21,1,1,1,1,20:43:00,6
1,0,21,1,1,1,1,6:23:00,6
1,0,21,1,1,1,1,0:29:00,6
1,0,21,1,1,1,1,1:06:00,6
1,0,21,1,1,1,1,1:48:00,6
1,0,21,1,1,1,1,3:05:00,6
1,0,21,1,1,1,1,5:04:00,6
1,0,21,1,1,1,1,4:25:00,6
1,0,21,1,1,1,1,5:09:00,6
1,0,21,1,1,1,1,6:30:00,6
1,0,21,1,1,1,1,5:49:00,6
1,0,21,1,1,1,1,7:12:00,6
1,0,21,1,1,1,1,23:22:00,6
1,0,21,1,1,1,1,22:42:00,6
1,0,21,1,1,1,1,22:03:00,6
1,0,21,1,1,1,1,21:22:00,6
1,0,21,1,1,1,1,20:42:00,6
1,0,21,1,1,1,1,20:00:00,6
1,0,21,1,1,1,1,19:20:00,6
1,0,21,1,1,1,1,17:20:00,6
1,0,21,1,1,1,1,14:32:00,6
1,0,21,1,1,1,1,22:50:00,6
1,0,21,1,1,1,1,12:53:00,6
1,0,21,1,1,1,1,19:55:00,6
1,0,21,1,1,1,1,4:11:00,6
1,0,21,1,1,1,1,4:51:00,6
1,0,21,1,1,1,1,5:29:00,6
1,0,21,1,1,1,1,20:35:00,6
1,0,21,1,1,1,1,0:00:01,6
1,0,21,1,1,1,1,22:40:00,6
1,0,21,1,1,1,1,21:15:00,6
1,0,21,1,1,1,1,10:00:00,6
1,0,21,1,1,1,1,23:33:00,6
1,0,21,1,1,1,1,22:53:00,6
1,0,21,1,1,1,1,11:50:00,6
1,0,21,1,1,1,1,10:30:00,6
1,0,21,1,1,1,1,9:48:00,6
1,0,21,1,1,1,1,0:17:00,6
1,0,21,1,1,1,1,6:58:00,6
1,0,21,1,1,1,1,3:03:00,6
1,0,21,1,1,1,1,20:12:00,6
1,0,21,1,1,1,1,18:48:00,6
1,0,21,1,1,1,1,20:57:00,6
1,0,21,1,1,1,1,9:38:00,6
1,0,21,1,1,1,1,12:43:00,6
1,0,21,1,1,1,1,8:13:00,6
1,0,21,1,1,1,1,19:45:00,6
1,0,21,1,1,1,1,15:30:00,6
1,0,21,1,1,1,1,16:15:00,6
1,0,21,1,1,1,1,16:56:00,6
1,0,21,1,1,1,1,23:02:00,6
1,0,21,1,1,1,1,21:29:00,6
1,0,21,1,1,1,1,22:52:00,6
1,0,21,1,1,1,1,23:36:00,6
1,0,21,1,1,1,1,20:08:00,6
1,0,21,1,1,1,1,19:27:00,6
1,0,21,1,1,1,1,18:05:00,6
1,0,21,1,1,1,1,15:20:00,6
1,0,21,1,1,1,1,13:55:00,6
1,0,21,1,1,1,1,23:42:00,6
1,0,21,1,1,1,1,23:04:00,6
1,0,21,1,1,1,1,16:24:00,6
1,0,21,1,1,1,1,15:42:00,6
1,0,21,1,1,1,1,15:02:00,6
1,0,21,1,1,1,1,14:22:00,6
1,0,21,1,1,1,1,13:41:00,6
1,0,21,1,1,1,1,10:57:00,6
1,0,21,1,1,1,1,8:51:00,6
1,0,21,1,1,1,1,21:45:00,6
1,0,21,1,1,1,1,21:05:00,6
1,0,21,1,1,1,1,23:45:00,6
1,0,21,1,1,1,1,11:40:00,6
1,0,21,1,1,1,1,0:30:00,6
1,0,21,1,1,1,1,13:40:00,6
1,0,21,1,1,1,1,2:47:00,6
1,0,21,1,1,1,1,3:37:00,6
1,0,21,1,1,1,1,7:45:00,6
1,0,21,1,1,1,1,7:16:00,6
1,0,21,1,1,1,1,9:09:00,6
1,0,21,1,1,1,1,5:57:00,6
1,0,21,1,1,1,1,4:01:00,6
1,0,21,1,1,1,1,9:50:00,6
1,0,21,1,1,1,1,10:31:00,6
1,0,21,1,1,1,1,11:11:00,6
1,0,21,1,1,1,1,1:26:00,6
1,0,21,1,1,1,1,0:48:00,6
1,0,21,1,1,1,1,15:16:00,6
1,0,21,1,1,1,1,15:56:00,6
1,0,21,1,1,1,1,16:37:00,6
1,0,21,1,1,1,1,17:17:00,6
1,0,21,1,1,1,1,13:56:00,6
1,0,21,1,1,1,1,8:05:00,6
1,0,21,1,1,1,1,9:30:00,6
1,0,21,1,1,1,1,2:33:00,6
1,0,21,1,1,1,1,0:26:00,6
1,0,21,1,1,1,1,8:50:00,6
1,0,21,1,1,1,1,23:47:00,6
1,0,21,1,1,1,1,19:11:00,6
1,0,21,1,1,1,1,14:10:00,6
1,0,21,1,1,1,1,22:27:00,6
1,0,21,1,1,1,1,11:30:00,6
1,0,21,1,1,1,1,21:09:00,6
1,0,21,1,1,1,1,18:01:00,6
1,0,21,1,1,1,1,17:22:00,6
1,0,21,1,1,1,1,9:22:00,6
1,0,21,1,1,1,1,6:37:00,6
1,0,21,1,1,1,1,5:18:00,6
1,0,21,1,1,1,1,15:21:00,6
1,0,21,1,1,1,1,5:58:00,6
1,0,21,1,1,1,1,13:22:00,6
1,0,21,1,1,1,1,14:01:00,6
1,0,21,1,1,1,1,11:24:00,6
1,0,21,1,1,1,1,2:15:00,6
1,0,21,1,1,1,1,1:35:00,6
1,0,21,1,1,1,1,21:13:00,6
1,0,21,1,1,1,1,19:41:00,6
1,0,21,1,1,1,1,20:58:00,6
